center_code,transfer_type
DC5928,"drop_off,courier,rider"
DC7463,"drop_off,courier,rider"
DC5970,"drop_off,courier,rider"
DC6000,"drop_off,courier,rider"
DC5947,"drop_off,courier,rider"
DC6009,"drop_off,courier,rider"
DC7920,"drop_off,courier,rider"
DC6059,"drop_off,courier,rider"
DC6005,"drop_off,courier,rider"
DC5939,"drop_off,courier,rider"
DC6029,"drop_off,courier,rider"
DC5959,"drop_off,courier,rider"
DC6060,"drop_off,courier,rider"
DC6062,"drop_off,courier,rider"
DC6021,"drop_off,courier,rider"
DC6067,"drop_off,courier,rider"
DC6004,"drop_off,courier,rider"
DC5976,"drop_off,courier,rider"
DC6249,"drop_off,courier,rider"
DC9507,"drop_off,courier,rider"
DC5941,"drop_off,courier,rider"
DC5971,"drop_off,courier,rider"
DC6041,"drop_off,courier,rider"
DC6056,"drop_off,courier,rider"
DC6035,"drop_off,courier,rider"
DC5994,"drop_off,courier,rider"
DC12524,"drop_off,courier,rider"
DC6036,"drop_off,courier,rider"
DC6034,"drop_off,courier,rider"
DC5987,"drop_off,courier,rider"
DC5934,"drop_off,courier,rider"
DC6065,"drop_off,courier,rider"
DC8000,"drop_off,courier,rider"
DC5988,"drop_off,courier,rider"
DC5944,"drop_off,courier,rider"
DC5942,"drop_off,courier,rider"
DC5984,"drop_off,courier,rider"
DC6037,"drop_off,courier,rider"
DC6057,"drop_off,courier,rider"
DC6007,"drop_off,courier,rider"
DC6015,"drop_off,courier,rider"
CC12648,"drop_off,courier,rider"
DC5958,"drop_off,courier,rider"
DC6018,"drop_off,courier,rider"
DC6003,"drop_off,courier,rider"
DC5980,"drop_off,courier,rider"
DC11342,"drop_off,courier,rider"
DC5943,"drop_off,courier,rider"
DC6025,"drop_off,courier,rider"
DC6038,"drop_off,courier,rider"
DC5992,"drop_off,courier,rider"
DC6055,"drop_off,courier,rider"
DC11340,"drop_off,courier,rider"
DC6014,"drop_off,courier,rider"
DC5948,"drop_off,courier,rider"
DC7885,"drop_off,courier,rider"
CC3883,"drop_off,courier,rider"
DC8220,"drop_off,courier,rider"
DC6020,"drop_off,courier,rider"
DC6046,"drop_off,courier,rider"
DC6694,"drop_off,courier,rider"
DC5993,"drop_off,courier,rider"
CC12482,"drop_off,courier,rider"
DC8555,"drop_off,courier,rider"
DC5957,"drop_off,courier,rider"
DC5991,"drop_off,courier,rider"
DC6695,"drop_off,courier,rider"
DC8909,"drop_off,courier,rider"
DC5979,"drop_off,courier,rider"
DC6001,"drop_off,courier,rider"
CC12032,"drop_off,courier,rider"
CC5059,"drop_off,courier,rider"
DC5974,"drop_off,courier,rider"
DC6013,"drop_off,courier,rider"
DC6008,"drop_off,courier,rider"
DC5932,"drop_off,courier,rider"
DC6011,"drop_off,courier,rider"
DC6022,"drop_off,courier,rider"
DC5986,"drop_off,courier,rider"
DC8275,"drop_off,courier,rider"
DC6049,"drop_off,courier,rider"
DC6012,"drop_off,courier,rider"
DC6429,"drop_off,courier,rider"
DC5226,"drop_off,courier,rider"
DC9527,"drop_off,courier,rider"
DC5949,"drop_off,courier,rider"
DC6738,"drop_off,courier,rider"
DC5952,"drop_off,courier,rider"
DC12549,"drop_off,courier,rider"
DC5936,"drop_off,courier,rider"
DC9298,"drop_off,courier,rider"
DC11874,"drop_off,courier,rider"
DC5945,"drop_off,courier,rider"
DC6032,"drop_off,courier,rider"
DC5933,"drop_off,courier,rider"
DC6033,"drop_off,courier,rider"
DC7362,"drop_off,courier,rider"
DC7482,"drop_off,courier,rider"
DC6043,"drop_off,courier,rider"
DC6010,"drop_off,courier,rider"
DC12876,"drop_off,courier,rider"
DC6052,"drop_off,courier,rider"
DC5962,"drop_off,courier,rider"
DC6693,"drop_off,courier,rider"
DC5972,"drop_off,courier,rider"
DC5990,"drop_off,courier,rider"
CC11883,"drop_off,courier,rider"
DC6016,"drop_off,courier,rider"
DC9323,"drop_off,courier,rider"
DC6047,"drop_off,courier,rider"
DC6051,"drop_off,courier,rider"
DC5985,"drop_off,courier,rider"
DC9524,"drop_off,courier,rider"
DC4395,"drop_off,courier,rider"
DC5967,"drop_off,courier,rider"
DC5977,"drop_off,courier,rider"
DC5981,"drop_off,courier,rider"
DC6987,"drop_off,courier,rider"
OLC11523,"drop_off,courier,rider"
GELAB2887,"drop_off,courier,rider"
DC10674,"drop_off,courier,rider"
DC11307,"drop_off,courier,rider"
DC1507,"drop_off,courier,rider"
CC2021,"drop_off,courier,rider"
GEHC2171,"drop_off,courier,rider"
CC1493,"drop_off,courier,rider"
DC1456,"drop_off,courier,rider"
DC9766,"drop_off,courier,rider"
DC9748,"drop_off,courier,rider"
CC563,"drop_off,courier,rider"
F881,"drop_off,courier,rider"
F474,"drop_off,courier,rider"
GEHC2291,"drop_off,courier,rider"
F863,"drop_off,courier,rider"
DC10535,"drop_off,courier,rider"
CC1847,"drop_off,courier,rider"
DC8214,"drop_off,courier,rider"
GELAB2539,"drop_off,courier,rider"
F944,"drop_off,courier,rider"
GEHC2183,"drop_off,courier,rider"
GEHC2313,"drop_off,courier,rider"
CC6773,"drop_off,courier,rider"
F551,"drop_off,courier,rider"
GELAB3644,"drop_off,courier,rider"
F597,"drop_off,courier,rider"
DC7239,"drop_off,courier,rider"
DC3099,"drop_off,courier,rider"
GELAB4295,"drop_off,courier,rider"
DC10563,"drop_off,courier,rider"
GELAB2389,"drop_off,courier,rider"
DC9477,"drop_off,courier,rider"
CC1422,"drop_off,courier,rider"
F385,"drop_off,courier,rider"
GELAB3006,"drop_off,courier,rider"
F386,"drop_off,courier,rider"
CC9166,"drop_off,courier,rider"
CC3285,"drop_off,courier,rider"
DC3396,"drop_off,courier,rider"
F409,"drop_off,courier,rider"
GELAB4695,"drop_off,courier,rider"
F847,"drop_off,courier,rider"
F1088,"drop_off,courier,rider"
CC3126,"drop_off,courier,rider"
CC9171,"drop_off,courier,rider"
GELAB2886,"drop_off,courier,rider"
CC6346,"drop_off,courier,rider"
DC3393,"drop_off,courier,rider"
F380,"drop_off,courier,rider"
CC11004,"drop_off,courier,rider"
GEHC2161,"drop_off,courier,rider"
OLC11524,"drop_off,courier,rider"
F795,"drop_off,courier,rider"
F818,"drop_off,courier,rider"
DC8168,"drop_off,courier,rider"
DC1712,"drop_off,courier,rider"
F383,"drop_off,courier,rider"
CC10372,"drop_off,courier,rider"
DC12507,"drop_off,courier,rider"
F372,"drop_off,courier,rider"
CC3166,"drop_off,courier,rider"
F388,"drop_off,courier,rider"
DC11325,"drop_off,courier,rider"
F384,"drop_off,courier,rider"
DC4947,"drop_off,courier,rider"
DC2740,"drop_off,courier,rider"
CC1504,"drop_off,courier,rider"
GEHC2179,"drop_off,courier,rider"
DC4283,"drop_off,courier,rider"
F728,"drop_off,courier,rider"
DC9767,"drop_off,courier,rider"
DC4574,"drop_off,courier,rider"
CC2037,"drop_off,courier,rider"
GELAB2342,"drop_off,courier,rider"
F389,"drop_off,courier,rider"
CC2084,"drop_off,courier,rider"
CC5075,"drop_off,courier,rider"
DC1528,"drop_off,courier,rider"
GEHC2163,"drop_off,courier,rider"
F371,"drop_off,courier,rider"
DC13487,"drop_off,courier,rider"
F678,"drop_off,courier,rider"
GELAB2343,"drop_off,courier,rider"
CC12738,"drop_off,courier,rider"
F547,"drop_off,courier,rider"
F605,"drop_off,courier,rider"
DC1723,"drop_off,courier,rider"
F733,"drop_off,courier,rider"
DC1389,"drop_off,courier,rider"
DC7238,"drop_off,courier,rider"
DC10667,"drop_off,courier,rider"
CC567,"drop_off,courier,rider"
F951,"drop_off,courier,rider"
GELAB4222,"drop_off,courier,rider"
GELAB2496,"drop_off,courier,rider"
CC3262,"drop_off,courier,rider"
CC1807,"drop_off,courier,rider"
GELAB3161,"drop_off,courier,rider"
F947,"drop_off,courier,rider"
DC12439,"drop_off,courier,rider"
F790,"drop_off,courier,rider"
DC9309,"drop_off,courier,rider"
DC1997,"drop_off,courier,rider"
CC7529,"drop_off,courier,rider"
F644,"drop_off,courier,rider"
CC1352,"drop_off,courier,rider"
DC3950,"drop_off,courier,rider"
F373,"drop_off,courier,rider"
CC9695,"drop_off,courier,rider"
CC11463,"drop_off,courier,rider"
CC13557,"drop_off,courier,rider"
CC2257,"drop_off,courier,rider"
GELAB4159,"drop_off,courier,rider"
F1147,"drop_off,courier,rider"
CC5527,"drop_off,courier,rider"
GELAB2489,"drop_off,courier,rider"
DC3045,"drop_off,courier,rider"
F1091,"drop_off,courier,rider"
DC3947,"drop_off,courier,rider"
F376,"drop_off,courier,rider"
F762,"drop_off,courier,rider"
CC3620,"drop_off,courier,rider"
GELAB2888,"drop_off,courier,rider"
CC9173,"drop_off,courier,rider"
DC1645,"drop_off,courier,rider"
CC11464,"drop_off,courier,rider"
F882,"drop_off,courier,rider"
DC11324,"drop_off,courier,rider"
DC7072,"drop_off,courier,rider"
F379,"drop_off,courier,rider"
CC1834,"drop_off,courier,rider"
F374,"drop_off,courier,rider"
CC2129,"drop_off,courier,rider"
F502,"drop_off,courier,rider"
DC10564,"drop_off,courier,rider"
DC4181,"drop_off,courier,rider"
DC4581,"drop_off,courier,rider"
DC1307,"drop_off,courier,rider"
DC9415,"drop_off,courier,rider"
F390,"drop_off,courier,rider"
F375,"drop_off,courier,rider"
F1145,"drop_off,courier,rider"
F1140,"drop_off,courier,rider"
GELAB4669,"drop_off,courier,rider"
DC1242,"drop_off,courier,rider"
DC10534,"drop_off,courier,rider"
DC3374,"drop_off,courier,rider"
DC12326,"drop_off,courier,rider"
F392,"drop_off,courier,rider"
GEHC2194,"drop_off,courier,rider"
DC9532,"drop_off,courier,rider"
DC12802,"drop_off,courier,rider"
DC9648,"drop_off,courier,rider"
DC8331,"drop_off,courier,rider"
CC12537,"drop_off,courier,rider"
F955,"drop_off,courier,rider"
CC9989,"drop_off,courier,rider"
DC1873,"drop_off,courier,rider"
OLC9263,"drop_off,courier,rider"
DC11274,"drop_off,courier,rider"
DC8213,"drop_off,courier,rider"
F568,"drop_off,courier,rider"
F391,"drop_off,courier,rider"
F1185,"drop_off,courier,rider"
F382,"drop_off,courier,rider"
DC1264,"drop_off,courier,rider"
GEHC2199,"drop_off,courier,rider"
F381,"drop_off,courier,rider"
CC3014,"drop_off,courier,rider"
CC7103,"drop_off,courier,rider"
CC3427,"drop_off,courier,rider"
DC1845,"drop_off,courier,rider"
DC1724,"drop_off,courier,rider"
CC7770,"drop_off,courier,rider"
F1050,"drop_off,courier,rider"
CC12644,"drop_off,courier,rider"
F370,"drop_off,courier,rider"
CC9271,"drop_off,courier,rider"
CC589,"drop_off,courier,rider"
DC12521,"drop_off,courier,rider"
CC2012,"drop_off,courier,rider"
DC13117,"drop_off,courier,rider"
DC1863,"drop_off,courier,rider"
DC7656,"drop_off,courier,rider"
F508,"drop_off,courier,rider"
CC576,"drop_off,courier,rider"
F527,"drop_off,courier,rider"
DC7979,"drop_off,courier,rider"
DC2006,"drop_off,courier,rider"
DC8663,"drop_off,courier,rider"
DC13193,"drop_off,courier,rider"
DC2096,"drop_off,courier,rider"
DC4623,"drop_off,courier,rider"
DC5589,"drop_off,courier,rider"
DC4057,"drop_off,courier,rider"
DC8917,"drop_off,courier,rider"
CC12072,"drop_off,courier,rider"
DC12086,"drop_off,courier,rider"
DC8293,"drop_off,courier,rider"
DC8595,"drop_off,courier,rider"
CC1371,"drop_off,courier,rider"
CC11024,"drop_off,courier,rider"
DC5150,"drop_off,courier,rider"
DC13031,"drop_off,courier,rider"
CC13195,"drop_off,courier,rider"
F1029,"drop_off,courier,rider"
DC7467,"drop_off,courier,rider"
F1155,"drop_off,courier,rider"
GELAB3037,"drop_off,courier,rider"
DC6618,"drop_off,courier,rider"
DC10494,"drop_off,courier,rider"
DC13294,"drop_off,courier,rider"
DC7058,"drop_off,courier,rider"
DC3355,"drop_off,courier,rider"
CC575,"drop_off,courier,rider"
DC4058,"drop_off,courier,rider"
CC5758,"drop_off,courier,rider"
DC4629,"drop_off,courier,rider"
CC11422,"drop_off,courier,rider"
DC8565,"drop_off,courier,rider"
DC1635,"drop_off,courier,rider"
CC9176,"drop_off,courier,rider"
DC8662,"drop_off,courier,rider"
DC1435,"drop_off,courier,rider"
CC12914,"drop_off,courier,rider"
DC7983,"drop_off,courier,rider"
CC3623,"drop_off,courier,rider"
CC1826,"drop_off,courier,rider"
CC8675,"drop_off,courier,rider"
DC8567,"drop_off,courier,rider"
CC11114,"drop_off,courier,rider"
DC7886,"drop_off,courier,rider"
DC5107,"drop_off,courier,rider"
DC4621,"drop_off,courier,rider"
DC10804,"drop_off,courier,rider"
DC9103,"drop_off,courier,rider"
DC10887,"drop_off,courier,rider"
DC9343,"drop_off,courier,rider"
DC10506,"drop_off,courier,rider"
DC6659,"drop_off,courier,rider"
DC4705,"drop_off,courier,rider"
GELAB2966,"drop_off,courier,rider"
DC7057,"drop_off,courier,rider"
GELAB6658,"drop_off,courier,rider"
DC12292,"drop_off,courier,rider"
DC4619,"drop_off,courier,rider"
DC13323,"drop_off,courier,rider"
CC9230,"drop_off,courier,rider"
CC2022,"drop_off,courier,rider"
DC8666,"drop_off,courier,rider"
DC2500,"drop_off,courier,rider"
F1294,"drop_off,courier,rider"
GELAB3140,"drop_off,courier,rider"
F726,"drop_off,courier,rider"
GELAB3543,"drop_off,courier,rider"
CC9799,"drop_off,courier,rider"
CC11867,"drop_off,courier,rider"
DC13622,"drop_off,courier,rider"
DC6209,"drop_off,courier,rider"
DC1866,"drop_off,courier,rider"
CC11989,"drop_off,courier,rider"
DC11443,"drop_off,courier,rider"
DC12256,"drop_off,courier,rider"
CC11534,"drop_off,courier,rider"
DC7975,"drop_off,courier,rider"
DC9374,"drop_off,courier,rider"
DC6848,"drop_off,courier,rider"
DC6849,"drop_off,courier,rider"
CC5036,"drop_off,courier,rider"
DC11549,"drop_off,courier,rider"
CC2072,"drop_off,courier,rider"
CC2445,"drop_off,courier,rider"
CC6196,"drop_off,courier,rider"
DC12745,"drop_off,courier,rider"
DC6960,"drop_off,courier,rider"
DC4627,"drop_off,courier,rider"
DC13620,"drop_off,courier,rider"
F727,"drop_off,courier,rider"
F510,"drop_off,courier,rider"
DC11425,"drop_off,courier,rider"
CC13576,"drop_off,courier,rider"
F1292,"drop_off,courier,rider"
CC5756,"drop_off,courier,rider"
CC3736,"drop_off,courier,rider"
CC12231,"drop_off,courier,rider"
GELAB3683,"drop_off,courier,rider"
DC7982,"drop_off,courier,rider"
CC12391,"drop_off,courier,rider"
F1293,"drop_off,courier,rider"
DC11027,"drop_off,courier,rider"
DC12694,"drop_off,courier,rider"
DC9087,"drop_off,courier,rider"
DC5043,"drop_off,courier,rider"
DC7380,"drop_off,courier,rider"
DC326,"drop_off,courier,rider"
DC2889,"drop_off,courier,rider"
DC4753,"drop_off,courier,rider"
DC5147,"drop_off,courier,rider"
DC1751,"drop_off,courier,rider"
DC11124,"drop_off,courier,rider"
DC2992,"drop_off,courier,rider"
DC6208,"drop_off,courier,rider"
DC11780,"drop_off,courier,rider"
CC5754,"drop_off,courier,rider"
DC7941,"drop_off,courier,rider"
CC9788,"drop_off,courier,rider"
DC1980,"drop_off,courier,rider"
DC12986,"drop_off,courier,rider"
F1168,"drop_off,courier,rider"
DC7980,"drop_off,courier,rider"
DC9970,"drop_off,courier,rider"
DC5583,"drop_off,courier,rider"
DC8294,"drop_off,courier,rider"
DC5223,"drop_off,courier,rider"
CC3855,"drop_off,courier,rider"
F556,"drop_off,courier,rider"
DC1398,"drop_off,courier,rider"
DC4750,"drop_off,courier,rider"
DC3356,"drop_off,courier,rider"
DC7379,"drop_off,courier,rider"
DC10493,"drop_off,courier,rider"
DC6534,"drop_off,courier,rider"
CC8309,"drop_off,courier,rider"
DC7938,"drop_off,courier,rider"
DC3311,"drop_off,courier,rider"
DC3515,"drop_off,courier,rider"
DC4752,"drop_off,courier,rider"
DC11125,"drop_off,courier,rider"
DC3345,"drop_off,courier,rider"
DC5151,"drop_off,courier,rider"
DC9968,"drop_off,courier,rider"
F917,"drop_off,courier,rider"
DC6267,"drop_off,courier,rider"
GELAB3537,"drop_off,courier,rider"
DC8664,"drop_off,courier,rider"
DC7809,"drop_off,courier,rider"
DC6533,"drop_off,courier,rider"
DC9391,"drop_off,courier,rider"
F772,"drop_off,courier,rider"
DC1864,"drop_off,courier,rider"
DC11446,"drop_off,courier,rider"
DC8371,"drop_off,courier,rider"
DC10661,"drop_off,courier,rider"
DC8521,"drop_off,courier,rider"
DC7981,"drop_off,courier,rider"
DC1966,"drop_off,courier,rider"
CC11516,"drop_off,courier,rider"
DC5224,"drop_off,courier,rider"
DC5042,"drop_off,courier,rider"
DC3353,"drop_off,courier,rider"
CC10784,"drop_off,courier,rider"
CC6557,"drop_off,courier,rider"
DC12438,"drop_off,courier,rider"
DC4183,"drop_off,courier,rider"
DC4056,"drop_off,courier,rider"
DC4625,"drop_off,courier,rider"
DC4628,"drop_off,courier,rider"
DC1434,"drop_off,courier,rider"
DC10569,"drop_off,courier,rider"
DC3354,"drop_off,courier,rider"
DC8566,"drop_off,courier,rider"
CC9638,"drop_off,courier,rider"
DC10507,"drop_off,courier,rider"
CC4322,"drop_off,courier,rider"
DC13089,"drop_off,courier,rider"
DC4626,"drop_off,courier,rider"
F969,"drop_off,courier,rider"
CC12047,"drop_off,courier,rider"
DC8372,"drop_off,courier,rider"
DC11245,"drop_off,courier,rider"
DC2993,"drop_off,courier,rider"
DC3477,"drop_off,courier,rider"
CC3246,"drop_off,courier,rider"
DC8596,"drop_off,courier,rider"
GELAB3150,"drop_off,courier,rider"
DC6657,"drop_off,courier,rider"
CC7513,"drop_off,courier,rider"
CC10547,"drop_off,courier,rider"
DC3475,"drop_off,courier,rider"
DC10484,"drop_off,courier,rider"
CC9800,"drop_off,courier,rider"
DC7052,"drop_off,courier,rider"
DC7381,"drop_off,courier,rider"
DC4864,"drop_off,courier,rider"
DC11243,"drop_off,courier,rider"
DC9238,"drop_off,courier,rider"
DC11540,"drop_off,courier,rider"
CC3139,"drop_off,courier,rider"
DC9239,"drop_off,courier,rider"
F1125,"drop_off,courier,rider"
DC13030,"drop_off,courier,rider"
DC4754,"drop_off,courier,rider"
CC11888,"drop_off,courier,rider"
F561,"drop_off,courier,rider"
DC7940,"drop_off,courier,rider"
CC9801,"drop_off,courier,rider"
DC10666,"drop_off,courier,rider"
CC1370,"drop_off,courier,rider"
DC4622,"drop_off,courier,rider"
DC5149,"drop_off,courier,rider"
F1154,"drop_off,courier,rider"
CC9091,"drop_off,courier,rider"
DC5148,"drop_off,courier,rider"
CC9495,"drop_off,courier,rider"
DC11821,"drop_off,courier,rider"
F924,"drop_off,courier,rider"
CC1849,"drop_off,courier,rider"
CC11609,"drop_off,courier,rider"
OLC9756,"drop_off,courier,rider"
DC7171,"drop_off,courier,rider"
DC4839,"drop_off,courier,rider"
DC7337,"drop_off,courier,rider"
CC10124,"drop_off,courier,rider"
DC11010,"drop_off,courier,rider"
CC12481,"drop_off,courier,rider"
CC13602,"drop_off,courier,rider"
CC6971,"drop_off,courier,rider"
CC10065,"drop_off,courier,rider"
CC13210,"drop_off,courier,rider"
CC13336,"drop_off,courier,rider"
DC12763,"drop_off,courier,rider"
CC7489,"drop_off,courier,rider"
CC5677,"drop_off,courier,rider"
DC11711,"drop_off,courier,rider"
DC12089,"drop_off,courier,rider"
DC6717,"drop_off,courier,rider"
DC5682,"drop_off,courier,rider"
CC7190,"drop_off,courier,rider"
CC12459,"drop_off,courier,rider"
CC6602,"drop_off,courier,rider"
CC12270,"drop_off,courier,rider"
DC6245,"drop_off,courier,rider"
DC7455,"drop_off,courier,rider"
DC12038,"drop_off,courier,rider"
DC10559,"drop_off,courier,rider"
CC12320,"drop_off,courier,rider"
DC13646,"drop_off,courier,rider"
CC8242,"drop_off,courier,rider"
DC6235,"drop_off,courier,rider"
DC9945,"drop_off,courier,rider"
DC8535,"drop_off,courier,rider"
CC8836,"drop_off,courier,rider"
DC9656,"drop_off,courier,rider"
DC12931,"drop_off,courier,rider"
DC6851,"drop_off,courier,rider"
DC12239,"drop_off,courier,rider"
DC6568,"drop_off,courier,rider"
DC10940,"drop_off,courier,rider"
CC10604,"drop_off,courier,rider"
DC10965,"drop_off,courier,rider"
DC7070,"drop_off,courier,rider"
CC10670,"drop_off,courier,rider"
DC4698,"drop_off,courier,rider"
DC13036,"drop_off,courier,rider"
OLC9484,"drop_off,courier,rider"
DC12255,"drop_off,courier,rider"
DC12465,"drop_off,courier,rider"
DC9689,"drop_off,courier,rider"
DC6716,"drop_off,courier,rider"
DC7451,"drop_off,courier,rider"
CC5264,"drop_off,courier,rider"
DC6567,"drop_off,courier,rider"
DC9914,"drop_off,courier,rider"
DC7503,"drop_off,courier,rider"
DC9523,"drop_off,courier,rider"
DC13473,"drop_off,courier,rider"
DC11541,"drop_off,courier,rider"
DC12247,"drop_off,courier,rider"
CC12458,"drop_off,courier,rider"
CC11049,"drop_off,courier,rider"
DC3607,"drop_off,courier,rider"
OLC11118,"drop_off,courier,rider"
CC13040,"drop_off,courier,rider"
DC9517,"drop_off,courier,rider"
OLC9611,"drop_off,courier,rider"
DC11126,"drop_off,courier,rider"
DC12749,"drop_off,courier,rider"
CC10126,"drop_off,courier,rider"
DC6636,"drop_off,courier,rider"
DC6211,"drop_off,courier,rider"
CC10387,"drop_off,courier,rider"
DC7050,"drop_off,courier,rider"
DC13449,"drop_off,courier,rider"
CC2071,"drop_off,courier,rider"
DC4355,"drop_off,courier,rider"
DC12158,"drop_off,courier,rider"
DC7389,"drop_off,courier,rider"
DC9079,"drop_off,courier,rider"
DC6850,"drop_off,courier,rider"
DC9531,"drop_off,courier,rider"
DC12002,"drop_off,courier,rider"
DC11279,"drop_off,courier,rider"
CC4821,"drop_off,courier,rider"
CC5690,"drop_off,courier,rider"
CC5603,"drop_off,courier,rider"
CC10059,"drop_off,courier,rider"
CC5591,"drop_off,courier,rider"
DC5545,"drop_off,courier,rider"
CC13327,"drop_off,courier,rider"
CC3421,"drop_off,courier,rider"
DC7051,"drop_off,courier,rider"
CC5814,"drop_off,courier,rider"
DC6704,"drop_off,courier,rider"
DC9946,"drop_off,courier,rider"
DC5481,"drop_off,courier,rider"
DC9559,"drop_off,courier,rider"
DC7452,"drop_off,courier,rider"
OLC9601,"drop_off,courier,rider"
CC6407,"drop_off,courier,rider"
DC8232,"drop_off,courier,rider"
DC12461,"drop_off,courier,rider"
CC6289,"drop_off,courier,rider"
CC7555,"drop_off,courier,rider"
DC12019,"drop_off,courier,rider"
DC3013,"drop_off,courier,rider"
DC5535,"drop_off,courier,rider"
DC3837,"drop_off,courier,rider"
DC11564,"drop_off,courier,rider"
DC12178,"drop_off,courier,rider"
CC1675,"drop_off,courier,rider"
DC5501,"drop_off,courier,rider"
DC9516,"drop_off,courier,rider"
CC8191,"drop_off,courier,rider"
CC1424,"drop_off,courier,rider"
CC11003,"drop_off,courier,rider"
DC1728,"drop_off,courier,rider"
DC2056,"drop_off,courier,rider"
CC3988,"drop_off,courier,rider"
DC5832,"drop_off,courier,rider"
DC4291,"drop_off,courier,rider"
DC1297,"drop_off,courier,rider"
CC5753,"drop_off,courier,rider"
DC1817,"drop_off,courier,rider"
CC12321,"drop_off,courier,rider"
CC12905,"drop_off,courier,rider"
F1056,"drop_off,courier,rider"
DC11415,"drop_off,courier,rider"
CC1985,"drop_off,courier,rider"
CC5137,"drop_off,courier,rider"
DC6118,"drop_off,courier,rider"
DC4994,"drop_off,courier,rider"
DC2512,"drop_off,courier,rider"
DC5399,"drop_off,courier,rider"
CC2730,"drop_off,courier,rider"
DC7660,"drop_off,courier,rider"
DC12219,"drop_off,courier,rider"
CC1277,"drop_off,courier,rider"
CC11703,"drop_off,courier,rider"
F915,"drop_off,courier,rider"
CC2556,"drop_off,courier,rider"
DC1819,"drop_off,courier,rider"
DC11223,"drop_off,courier,rider"
F970,"drop_off,courier,rider"
DC12560,"drop_off,courier,rider"
DC2262,"drop_off,courier,rider"
CC12339,"drop_off,courier,rider"
CC1778,"drop_off,courier,rider"
DC5444,"drop_off,courier,rider"
DC2986,"drop_off,courier,rider"
DC8300,"drop_off,courier,rider"
DC2877,"drop_off,courier,rider"
CC13130,"drop_off,courier,rider"
DC10834,"drop_off,courier,rider"
CC6339,"drop_off,courier,rider"
DC1818,"drop_off,courier,rider"
CC6689,"drop_off,courier,rider"
CC5519,"drop_off,courier,rider"
DC12218,"drop_off,courier,rider"
F946,"drop_off,courier,rider"
DC12220,"drop_off,courier,rider"
CC10600,"drop_off,courier,rider"
DC11414,"drop_off,courier,rider"
DC1421,"drop_off,courier,rider"
DC2878,"drop_off,courier,rider"
DC6998,"drop_off,courier,rider"
DC5826,"drop_off,courier,rider"
DC3844,"drop_off,courier,rider"
DC3932,"drop_off,courier,rider"
CC5656,"drop_off,courier,rider"
DC2738,"drop_off,courier,rider"
CC3420,"drop_off,courier,rider"
DC3977,"drop_off,courier,rider"
DC1729,"drop_off,courier,rider"
DC2434,"drop_off,courier,rider"
F920,"drop_off,courier,rider"
DC10662,"drop_off,courier,rider"
CC11462,"drop_off,courier,rider"
DC5126,"drop_off,courier,rider"
DC6116,"drop_off,courier,rider"
F888,"drop_off,courier,rider"
CC6352,"drop_off,courier,rider"
DC13218,"drop_off,courier,rider"
CC7189,"drop_off,courier,rider"
CC7968,"drop_off,courier,rider"
DC7730,"drop_off,courier,rider"
DC1633,"drop_off,courier,rider"
GELAB10806,"drop_off,courier,rider"
CC5058,"drop_off,courier,rider"
DC2031,"drop_off,courier,rider"
DC3231,"drop_off,courier,rider"
CC12789,"drop_off,courier,rider"
DC6630,"drop_off,courier,rider"
CC5195,"drop_off,courier,rider"
CC5031,"drop_off,courier,rider"
CC9740,"drop_off,courier,rider"
DC5500,"drop_off,courier,rider"
DC2687,"drop_off,courier,rider"
CC11135,"drop_off,courier,rider"
DC8918,"drop_off,courier,rider"
CC8666,"drop_off,courier,rider"
DC8107,"drop_off,courier,rider"
DC7113,"drop_off,courier,rider"
CC1243,"drop_off,courier,rider"
DC1573,"drop_off,courier,rider"
DC5392,"drop_off,courier,rider"
CC7769,"drop_off,courier,rider"
DC10751,"drop_off,courier,rider"
DC1659,"drop_off,courier,rider"
CC4528,"drop_off,courier,rider"
GEHC2186,"drop_off,courier,rider"
DC12496,"drop_off,courier,rider"
DC1563,"drop_off,courier,rider"
DC2688,"drop_off,courier,rider"
GELAB10385,"drop_off,courier,rider"
GEHC2168,"drop_off,courier,rider"
DC5393,"drop_off,courier,rider"
CC3282,"drop_off,courier,rider"
CC12095,"drop_off,courier,rider"
CC9377,"drop_off,courier,rider"
DC5395,"drop_off,courier,rider"
CC11760,"drop_off,courier,rider"
CC13101,"drop_off,courier,rider"
CC13071,"drop_off,courier,rider"
GEHC2196,"drop_off,courier,rider"
CC2085,"drop_off,courier,rider"
GELAB7376,"drop_off,courier,rider"
DC8645,"drop_off,courier,rider"
DC4846,"drop_off,courier,rider"
CC12564,"drop_off,courier,rider"
DC2869,"drop_off,courier,rider"
CC3322,"drop_off,courier,rider"
CC6227,"drop_off,courier,rider"
DC5394,"drop_off,courier,rider"
CC5423,"drop_off,courier,rider"
DC7073,"drop_off,courier,rider"
DC3198,"drop_off,courier,rider"
GELAB11543,"drop_off,courier,rider"
DC8369,"drop_off,courier,rider"
DC1574,"drop_off,courier,rider"
CC6502,"drop_off,courier,rider"
DC7731,"drop_off,courier,rider"
DC7100,"drop_off,courier,rider"
DC4845,"drop_off,courier,rider"
CC4479,"drop_off,courier,rider"
DC1954,"drop_off,courier,rider"
DC1754,"drop_off,courier,rider"
DC7814,"drop_off,courier,rider"
DC3197,"drop_off,courier,rider"
GELAB10386,"drop_off,courier,rider"
CC12431,"drop_off,courier,rider"
